Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
challengeLearnTwitchGoodActionsDesc,Challenges,Challenge,,,"Your [DECEA3]Community[-] can help you during gameplay by spawning [DECEA3]Supply Crates[-] to gift you items, making you stronger with [DECEA3]Buffs[-], or targeting nearby [DECEA3]Enemies[-] with actions like [DECEA3]Ragdoll[-] or [DECEA3]Burn Near[-].",,"Deine [DECEA3]Community[-] kann dir im Spiel helfen, indem sie [DECEA3]Versorgungskisten[-] spawnt, um dir Gegenstände zu schenken, dich mit [DECEA3]Buffs[-] stärker macht oder [DECEA3]Gegner[-] in der Nähe mit Aktionen wie [DECEA3]Niederstrecken[-] oder [DECEA3]Nahe verbrennen[-] anvisiert.","Tu [DECEA3]comunidad[-] te puede ayudar en el juego al hacer aparecer [DECEA3]cajas de suministros[-] para regalarte objetos, fortalecerte con [DECEA3]potenciadores[-] o infligirles a los [DECEA3]enemigos[-] cercanos acciones como [DECEA3]Por los aires[-] o [DECEA3]Quemadura cercana[-].","Votre [DECEA3]communauté[-] peut vous aider en faisant apparaître des [DECEA3]caisses de provisions[-] afin de vous donner des objets, vous renforcer avec des [DECEA3]bonus[-] ou cibler des [DECEA3]ennemis[-] proches à l'aide d'actions comme [DECEA3]Repoussoir[-] ou [DECEA3]Frappe brûlante[-].","Durante il gioco, la tua [DECEA3]community[-] può darti una mano facendo apparire [DECEA3]casse di provviste[-] per regalarti oggetti, renderti più forte con i [DECEA3]buff[-] o colpire i [DECEA3]nemici[-] vicini con azioni come [DECEA3]Al tappeto[-] o [DECEA3]Ustione[-].",[DECEA3]補給クレート[-]を送ったり、あなたを[DECEA3]バフ[-]で強化したり、周りの[DECEA3]敵[-]をターゲットして、[DECEA3]無効化[-]や[DECEA3]付近炎上[-]などのコマンドを使うことであなたを助けてくれる視聴者もいます。,"[DECEA3]커뮤니티[-]는 [DECEA3]자원 상자[-]를 생성하여 아이템을 주거나, [DECEA3]버프[-]를 부여해주거나, 근처 [DECEA3]적[-]에게 [DECEA3]숨통 끊기[-]나 [DECEA3]근접 화상[-] 같은 기능을 써서 나를 도와줄 수 있습니다.","Twoja [DECEA3]społeczność[-] może pomóc ci podczas rozgrywki, generując [DECEA3]skrzynki z zasobami[-], aby podarować ci przedmioty, wzmacniając cię za pomocą [DECEA3]premii[-] lub atakując pobliskich [DECEA3]wrogów[-] za pomocą takich akcji, jak [DECEA3]kukły[-] lub [DECEA3]pobliskie podpalenie[-].","A sua [DECEA3]comunidade[-] pode te ajudar no jogo, gerando [DECEA3]caixotes de suprimentos[-] que dão itens, fortalecendo você com [DECEA3]bônus[-], ou acertando [DECEA3]inimigos[-] próximos com ações como [DECEA3]nocautear[-] ou [DECEA3]Queimar próximo[-].","Ваше [DECEA3]сообщество[-] может помочь в игре, создавая [DECEA3]ящики с припасами[-] и полезными предметами, обеспечивая для вас [DECEA3]положительные эффекты[-] или поражая [DECEA3]врагов[-] поблизости такими действиями, как [DECEA3]отбрасывание[-] или [DECEA3]горение поблизости[-].","[DECEA3]Topluluğun[-] oyun sırasında sana öğe hediye etmek için [DECEA3]Malzeme Kasaları[-] çıkararak, sana [DECEA3]Güçlendirme[-] vererek veya yakındaki [DECEA3]Düşmanları[-] [DECEA3]Bez Bebek[-] ve [DECEA3]Yakın Yakma[-] gibi eylemlerle hedef alarak sana yardımcı olabilir.",在游戏过程中，你的[DECEA3]社群[-]可以通过生成[DECEA3]补给板条箱[-]来赠送物品，使用[DECEA3]增益[-]来增强你的能力，或通过像[DECEA3]致残[-]或[DECEA3]灼烧附近[-]这样的动作来针对附近的[DECEA3]敌人[-]。,在遊戲過程中，你的[DECEA3]社群[-]有幾種方式可以幫忙：他們可以透過召喚[DECEA3]補給箱[-]為你派送物品；購買[DECEA3]增益[-]強化你的角色；或者使出[DECEA3]布偶效果射擊[-]、[DECEA3]使附近敵人燃燒[-]等動作，幫你擊敗周遭的[DECEA3]敵人[-]。
challengeLearnTwitchGoodActionsShort,Challenges,Challenge,,,Viewers use Good Actions.,,Zuschauer nutzen Positive Aktionen.,Los espectadores usan acciones buenas.,Les spectateurs utilisent de bonnes actions.,Gli spettatori usano le buone azioni.,視聴者に善行アクションをしてもらう。,시청자가 좋은 액션을 사용합니다.,Widzowie używają dobrych akcji.,Espectadores podem usar Boa ações.,Зрители используют «хорошие» действия.,İzleyiciler İyi Eylemler kullanır.,观众使用正面动作。,觀眾使用好行動。
challengeLearnTwitchHelperRewards,Challenges,Challenge,,,Helper Rewards,,Helferbelohnungen,Recompensas por ayudar,Récompenses d'aide,Ricompense agli aiutanti,ヘルパー報酬,도우미 보상,Nagrody dla pomocników,Recompensas para ajudante,Награды помощнику,Yardımcı Ödülleri,助手奖励,助手獎勵
challengeLearnTwitchHelperRewardsDesc,Challenges,Challenge,,,"By default, every [DECEA3]15 minutes[-], the viewer who used the most [DECEA3]Good Actions[-] will receive the [DECEA3]Top Helper Reward[-].\n\nThe time limit and amount of [DECEA3]Pimp Points[-] rewarded can both be configured in [DECEA3]Options[-] ► [DECEA3]Twitch[-] then selecting the [DECEA3]Votes[-] tab.",,"Standardmäßig erhält der Spieler, der die meisten [DECEA3]Positiven Aktionen[-] genutzt hat, alle [DECEA3]15 Minuten[-] die [DECEA3]Top-Helfer-Belohnung[-].\n\nDas Zeitlimit sowie die Anzahl an [DECEA3]Pimp-Punkten[-], die verliehen werden, können unter [DECEA3]Optionen[-] ► [DECEA3]Twitch[-] im Reiter [DECEA3]Abstimmungen[-] konfiguriert werden.","Por defecto, cada [DECEA3]15 minutos[-] el espectador que haya realizado más [DECEA3]acciones buenas[-] recibirá la [DECEA3]recompensa por ayudar[-].\n\nEl límite de tiempo y la cantidad de [DECEA3]puntos chulos[-] otorgados se pueden configurar en [DECEA3]Opciones[-] ► [DECEA3]Twitch[-], pestaña de [DECEA3]Votaciones[-].","Par défaut, toutes les [DECEA3]15 minutes[-], le spectateur qui a utilisé le plus de [DECEA3]bonnes actions[-] reçoit la [DECEA3]récompense de meilleure aide[-].\n\nLa durée et la quantité de [DECEA3]points de Pimp[-] octroyée peuvent être configurés dans [DECEA3]Options[-] ► [DECEA3]Twitch[-], puis dans l'onglet [DECEA3]Votes[-].","Per impostazione predefinita, ogni [DECEA3]15 minuti[-], lo spettatore che ha usato più [DECEA3]buone azioni[-] riceverà la [DECEA3]ricompensa per il migliore aiutante[-].\n\nIl limite di tempo e la quantità di [DECEA3]punti fan[-] assegnati possono essere entrambi configurati in [DECEA3]Opzioni[-] ► [DECEA3]Twitch[-] quindi selezionando la scheda [DECEA3]Votazioni[-].",デフォルトでは[DECEA3]15分[-]ごとに、一番多くの[DECEA3]善行[-]コマンドを行った視聴者に[DECEA3]トップ善人報酬[-]が与えられます。\n\n時間や[DECEA3]ピンプポイント[-]の設定は、[DECEA3]オプション[-] ► [DECEA3]Twitch[-]を選択し、[DECEA3]投票[-]タブを選びます。,기본적으로 [DECEA3]15분[-]마다 가장 많이 [DECEA3]좋은 액션[-]을 사용한 시청자가 [DECEA3]최고 도우미 보상[-]을 받습니다.\n\n지급되는 시간 제한 및 [DECEA3]핌프 포인트[-] 수량은 [DECEA3]설정[-] ► [DECEA3]Twitch[-]에서 [DECEA3]투표[-] 탭을 선택하여 설정할 수 있습니다.,"Domyślnie, co [DECEA3]15 minut[-], widz, który wykona najwięcej [DECEA3]dobrych akcji[-], otrzyma [DECEA3]nagrodę dla najlepszego pomocnika[-].\n\nLimit czasu i ilość przyznanych [DECEA3]punktów cwaniaka[-] można skonfigurować w obszarze [DECEA3]Opcje[-] ► [DECEA3]Twitch[-], wybierając zakładkę [DECEA3]Głosowania[-].","Por padrão, a cada [DECEA3]15 minutos[-], o espectador que tiver usado mais [DECEA3]boas ações[-] receberá a [DECEA3]Recompensa de melhor ajudante[-].\n\nÉ possível configurar tanto o limite de tempo quanto a quantidade de [DECEA3]Pontos de interação[-] fornecidos, basta ir em [DECEA3]Opções[-] ► [DECEA3]Twitch[-] e selecionar a aba [DECEA3]Votações[-].","По умолчанию каждые [DECEA3]15 минут[-] пользователь, использовавший [DECEA3]«хорошие» действия[-] чаще других, получит [DECEA3]награду лучшего помощника[-].\n\nВременной промежуток и количество [DECEA3]баллов активности[-] в награду можно настроить в разделе [DECEA3]Настройки[-] ► [DECEA3]Twitch[-] во вкладке [DECEA3]Голосование[-].",Varsayılan ayarlara göre [DECEA3]15 dakikada[-] bir en çok [DECEA3]İyi Eylem[-] kullanan izleyici [DECEA3]En İyi Yardımcı Ödülünü[-] alır.\n\nZaman sınırı ve verilen [DECEA3]Pimp Puanı[-] miktarı [DECEA3]Seçenekler[-] ► [DECEA3]Twitch[-] seçtikten sonra [DECEA3]Oylar[-] sekmesinden belirlenebilir.,默认情况下，每[DECEA3]15分钟[-]，使用最多[DECEA3]正面动作[-]的观众将获得[DECEA3]最佳助手奖励[-]。\n\n[DECEA3]恶搞点数[-]的奖励数量和时间限制可以在[DECEA3]选项[-]中选择[DECEA3]Twitch[-]然后点击[DECEA3]投票[-]分页进行配置。,預設情況下每 [DECEA3]15[-] 分鐘，使用最多[DECEA3]好行動[-]的觀眾將獲得[DECEA3]最佳助手獎勵[-]。\n\n時間限制和 [DECEA3]Pimp Point[-] 獎勵的數量都可以調整，請前往[DECEA3]選項[-] ► [DECEA3]Twitch[-] 再選擇[DECEA3]「投票」[-]標籤。
challengeLearnTwitchHelperRewardsShort,Challenges,Challenge,,,Reward Top Helpers.,,Belohne Top-Helfer,Recompensa a los que más ayudan.,Récompensez vos meilleures aides.,Ricompensa per i migliori aiutanti.,ヘルパー報酬を与える。,최고 도우미에게 보상을 줍니다.,Nagrodź najlepszych pomocników.,Recompense os melhores ajudantes.,Наградите лучших помощников.,En İyi Yardımcıları ödüllendir.,奖励最佳助手。,獎勵最佳助手。
challengeLearnTwitchPimpPot,Challenges,Challenge,,,Pimp Pot,,Pimp-Topf,Bote chulo,Pot de Pimp,Bottino dei fan,ピンプポット,핌프 팟,Pula cwaniaka,Prêmio de Interação,Банк активности,Pimp Potu,恶搞池,Pimp Pot
challengeLearnTwitchPimpPotDesc,Challenges,Challenge,,,"A percentage of all [DECEA3]Pimp Points[-] used on commands go into the [DECEA3]Pimp Pot[-].\n\nWhen you die from a user initiated command, the viewer who used the command that killed you will win the [DECEA3]Pimp Pot[-], adding those [DECEA3]Pimp Points[-] to their total.",,"Ein Prozentsatz aller [DECEA3]Pimp-Punkte[-], die bei Befehlen benutzt werden, geht in den [DECEA3]Pimp-Topf[-].\n\nWenn du durch einen Befehl stirbst, der von einem Nutzer initiiert wurde, gewinnt der Zuschauer, der den tödlichen Befehl gegen dich eingesetzt hat, den [DECEA3]Pimp-Topf[-] und die [DECEA3]Pimp-Punkte[-] werden zu seiner Gesamtpunktzahl addiert.","Un porcentaje de todos los [DECEA3]puntos chulos[-] usados en comandos van al [DECEA3]bote chulo[-].\n\nCuando mueres por un comando iniciado por un usuario, el espectador que usó dicho comando ganará el [DECEA3]bote chulo[-] y esos [DECEA3]puntos chulos[-] se añadirán a su total.","Un pourcentage de tous les [DECEA3]points de Pimp[-] dépensés dans des commandes vont dans le [DECEA3]Pot de Pimp[-].\n\nLorsque vous mourez d'une commande d'un spectateur, le spectateur à l'origine de celle-ci gagne le [DECEA3]Pot de Pimp[-], ajoutant ces [DECEA3]points de Pimp[-] à son total.","Una percentuale dei [DECEA3]punti fan[-] usati per i comandi vanno nel [DECEA3]bottino dei fan[-].\n\nQuando muori a causa di un comando, lo spettatore che ti ha ucciso vincerà il [DECEA3]bottino dei fan[-], aggiungendo i [DECEA3]punti fan[-] ai punti totalizzati.",視聴者のコマンドにより消費された[DECEA3]ピンプポイント[-]の一部が[DECEA3]ピンプポット[-]に追加されます。\n\n配信者が視聴者のコマンドにより死亡すると。[DECEA3]ピンプポット[-]内のポイントが報酬として、配信者を殺したコマンドを行った視聴者に支払われます。,"명령어에 사용한 모든 [DECEA3]핌프 포인트[-]의 일정 퍼센트가 [DECEA3]핌프 팟[-]에 들어갑니다.\n\n내가 사용자 명령어로 인해 사망할 경우 해당 명령어를 사용한 시청자가 [DECEA3]핌프 팟[-]을 받아가며, 모아둔 [DECEA3]핌프 포인트[-]는 시청자가 보유한 총계에 추가됩니다.","Pewien procent wszystkich [DECEA3]punktów cwaniaka[-] zużytych na polecenia trafia do [DECEA3]puli cwaniaka[-].\n\nKiedy zginiesz w wyniku polecenia zainicjowanego przez użytkownika, widz, który użył polecenia, które spowodowało twoją śmierć, wygra [DECEA3]pulę cwaniaka[-], a [DECEA3]punkty cwaniaka[-] zostaną dodane do sumy jego punktów.","Uma porcentagem de todos os [DECEA3]Pontos de interação[-] usados em comandos vão para o [DECEA3]Prêmio de interação[-].\n\nQuando você morre por causa de um comando iniciado pelo usuário, o espectador que tiver usado o comando que provocou a sua morte ganhará o [DECEA3]Prêmio de interação[-], adicionando os [DECEA3]Pontos de interação[-] ao total.","Процент [DECEA3]баллов активности[-], использованных для команд, отправляется в [DECEA3]банк активности[-].\n\nЕсли вы умрете после команды пользователя, то этот пользователь выиграет [DECEA3]банк активности[-], и [DECEA3]баллы активности[-] суммируются с его баллами.",Komutlar için kullanılan tüm [DECEA3]Pimp Puanlarının[-] bir yüzdesi [DECEA3]Pimp Potuna[-] koyulur.\n\nBir kullanıcının verdiği bir komut seni öldürürse komutu kullanan izleyici [DECEA3]Pimp Potunu[-] kazanır ve bu [DECEA3]Pimp Puanlarını[-] toplamına ekler.,所有花费在命令上的[DECEA3]恶搞点数[-]中的一部分将进入[DECEA3]恶搞池[-]。\n\n当你因观众发起的命令而死亡时，发起致命命令的观众将赢得[DECEA3]恶搞池[-]，这些[DECEA3]恶搞点数[-]都会被添加至其总数中。,用於下指令 [DECEA3]Pimp Point[-] 中有一部分會計入 [DECEA3]Pimp Pot[-]。\n\n當你被使用者發起的指令殺死時，該名觀眾將贏得 [DECEA3]Pimp Pot[-]，其中的 [DECEA3]Pimp Point[-] 將轉入他的帳戶總額。
challengeLearnTwitchPimpPotShort,Challenges,Challenge,,,Reward the Pimp Pot.,,Zahle den Pimp-Topf aus.,Otorga el bote chulo.,Attribuez le Pot de Pimp.,Assegna il bottino dei fan.,ピンプポット報酬を与える。,핌프 팟을 지급하세요.,Przyznaj pulę cwaniaka.,Recompense pelo Prêmio de interação.,Наградить банком активности.,Pimp Potu ödüllerini ver.,奖励恶搞池。,獎勵 Pimp Pot。
challengeLearnTwitchVotesComplete,Challenges,Challenge,,,Votes Completed,,Abstimmungen abgeschlossen,Votaciones completadas,Votes terminés,Votazione completata,投票を完了させる,투표 완료,Głosowania ukończone,Votações concluídas,Завершенные голосования,Oylama Tamamlandı,完成投票,投票已完成
challengeLearnTwitchVotesCompleteDesc,Challenges,Challenge,,,"Your viewers can [DECEA3]Vote[-] between several options to affect your game without spending any [DECEA3]Points[-].\n\nThere are several categories including [DECEA3]Silly Votes[-], [DECEA3]Boss Votes[-], [DECEA3]Buff Votes[-], and more!\n\nThe frequency of [DECEA3]Votes[-] can be configured in [DECEA3]Options[-] ► [DECEA3]Twitch[-] then accessing the [DECEA3]Votes[-] tab.",,"Deine Zuschauer können zwischen verschiedenen Optionen [DECEA3]abstimmen[-], um dein Spiel zu beeinflussen, ohne [DECEA3]Punkte[-] auszugeben.\n\nEs gibt verschiedene Kategorien, beispielsweise [DECEA3]Alberne Abstimmungen[-], [DECEA3]Boss-Abstimmungen[-], [DECEA3]Buff-Abstimmungen[-] und mehr!\n\nDie Häufigkeit der [DECEA3]Abstimmungen[-] kann unter [DECEA3]Optionen[-] ► [DECEA3]Twitch[-] im Reiter [DECEA3]Abstimmungen[-] konfiguriert werden.","Tus espectadores pueden [DECEA3]votar[-] entre varias opciones para afectar tu juego sin gastar [DECEA3]puntos[-].\n\nHay varias categorías, entre las que se encuentran [DECEA3]votaciones tontas[-], [DECEA3]votaciones de jefes[-], [DECEA3]votaciones de potenciadores[-] y más.\n\nLa frecuencia de las [DECEA3]votaciones[-] se puede configurar en [DECEA3]Opciones[-] ► [DECEA3]Twitch[-], pestaña de [DECEA3]Votaciones[-].","Vos spectateurs peuvent [DECEA3]voter[-] parmi plusieurs options pour influencer votre partie sans dépenser de [DECEA3]points[-].\n\nIl existe plusieurs catégories dont les [DECEA3]votes bêtes[-], les [DECEA3]votes de boss[-], les [DECEA3]votes de bonus[-] et bien plus !\n\nLa fréquence des [DECEA3]votes[-] peut être configurée dans [DECEA3]Options[-] ► [DECEA3]Twitch[-], puis dans l'onglet [DECEA3]Votes[-].","I tuoi spettatori possono [DECEA3]votare[-] tra varie opzioni che influenzano la tua partita senza spendere [DECEA3]punti[-].\n\nCi sono diverse categorie, come [DECEA3]voti sciocchi[-], [DECEA3]votazioni sui boss[-], [DECEA3]votazioni sui buff[-] e altro!\n\nLa frequenza delle [DECEA3]votazioni[-] può essere configurata in [DECEA3]Opzioni[-] ► [DECEA3]Twitch[-], poi accedi alla scheda [DECEA3]Votazioni[-].",[DECEA3]投票[-]が発生すると、視聴者はいくつかの選択肢から選んで[DECEA3]投票[-]することができます。[DECEA3]投票[-]は[DECEA3]ポイント[-]を消費しません。\n\n[DECEA3]馬鹿げた投票[-]、[DECEA3]ボス投票[-]、[DECEA3]バフ投票[-]など、色々な種類の投票があります。\n\n[DECEA3]投票[-]が発生する頻度は[DECEA3]オプション[-] ► [DECEA3]Twitch[-]の[DECEA3]投票[-]タブで行うことができます。,"시청자들은 게임에 영향을 주는 여러 옵션에 대해 [DECEA3]포인트[-]를 사용하지 않고 [DECEA3]투표[-]할 수 있습니다. \n\n[DECEA3]재미 투표[-], [DECEA3]보스 투표[-], [DECEA3]버프 투표[-] 등 여러 카테고리가 있습니다!\n\n[DECEA3]투표[-] 빈도는 [DECEA3]설정[-] ► [DECEA3]Twitch[-]에서 [DECEA3]투표[-] 탭을 선택하여 설정할 수 있습니다.","Twoi widzowie mogą [DECEA3]głosować[-] na kilka różnych opcji, aby wpłynąć na twoją grę bez wydawania [DECEA3]punktów[-].\n\nJest kilka kategorii głosowań, w tym [DECEA3]głosowania śmieszne[-], [DECEA3]głosowania na bossów[-], [DECEA3]głosowania na premie[-] i wiele innych!\n\nCzęstotliwość [DECEA3]głosowań[-] można skonfigurować w obszarze [DECEA3]Opcje[-] ► [DECEA3]Twitch[-], przechodząc do zakładki [DECEA3]Głosowania[-].","Os seus espectadores podem [DECEA3]votar[-] numa dentre várias opções que afetam o seu jogo, sem gastar nenhum [DECEA3]ponto[-].\n\nExistem várias categorias, como [DECEA3]Votações bobas[-], [DECEA3]Votações de chefe[-], [DECEA3]Votações de bônus[-] e muito mais!\n\nÉ possível configurar a frequência de [DECEA3]votações[-] em [DECEA3]Opções[-] ► [DECEA3]Twitch[-] e depois acessando a aba [DECEA3]Votações[-].","Зрители могут [DECEA3]голосовать[-] за некоторые параметры, влияющие на игру, при этом не тратя [DECEA3]баллы[-].\n\nВиды подобных голосований: [DECEA3]дурацкое голосование[-], [DECEA3]голосование за боссов[-], [DECEA3]голосование за положительный эффект[-] и многие другие!\n\nЧастоту [DECEA3]голосований[-] можно настроить в разделе [DECEA3]Настройки[-] ► [DECEA3]Twitch[-] во вкладке [DECEA3]Голосование[-].","İzleyicilerin, [DECEA3]Puan[-] harcamadan oyununu etkilemek için çeşitli seçenekler arasında [DECEA3]Oylama[-] yapabilir.\n\n[DECEA3]Saçma Oylar[-], [DECEA3]Elebaşı Oyları[-] ve [DECEA3]Güçlendirme Oyları[-] gibi çeşitli kategoriler vardır!\n\n[DECEA3]Oylamaların[-] sıklığı [DECEA3]Seçenekler[-] ► [DECEA3]Twitch'i[-] seçip [DECEA3]Oylar[-] sekmesine erişerek belirlenebilir.",观众可以在几个选项之间进行[DECEA3]投票[-]来影响你的游戏，无需花费任何[DECEA3]点数[-]。\n\n投票分几个类别，包括[DECEA3]滑稽投票[-]、[DECEA3]Boss投票[-]、[DECEA3]增益投票[-]等等！\n\n[DECEA3]投票[-]的频率可以在[DECEA3]选项[-]中选择[DECEA3]Twitch[-]，然后点击[DECEA3]投票[-]分页进行配置。,你的觀眾有幾個免花費[DECEA3]點數[-]即可影響遊戲的選項可供[DECEA3]投票[-]選擇。\n\n主要類別包括[DECEA3]滑稽投票[-]、[DECEA3]大怪投票[-]、[DECEA3]增益投票[-]等等！\n\n[DECEA3]投票[-]的頻率可以調整，請前往[DECEA3]選項[-] ► [DECEA3]Twitch[-]，接著進入[DECEA3]「投票」[-]標籤。
